,Income,Limit,Rating,Cards,Age,Education,Gender,Student,Married,Ethnicity,Balance,GenderNumeric,StudentNumeric,MarriedNumeric,EthnicityNumeric
333,21.011,3402,261,2,68,17, Male,No,Yes,African American,182,1,0,1,3
334,24.23,4756,351,2,64,15,Female,No,Yes,Caucasian,594,0,0,1,1
335,24.314,3409,270,2,23,7,Female,No,Yes,Caucasian,194,0,0,1,1
336,32.856,5884,438,4,68,13, Male,No,No,Caucasian,926,1,0,0,1
337,12.414000000000001,855,119,3,32,12, Male,No,Yes,African American,0,1,0,1,3
338,41.365,5303,377,1,45,14, Male,No,No,Caucasian,606,1,0,0,1
339,149.316,10278,707,1,80,16, Male,No,No,African American,1107,1,0,0,3
340,27.794,3807,301,4,35,8,Female,No,Yes,African American,320,0,0,1,3
341,13.234000000000002,3922,299,2,77,17,Female,No,Yes,Caucasian,426,0,0,1,1
342,14.595,2955,260,5,37,9, Male,No,Yes,African American,204,1,0,1,3
343,10.735,3746,280,2,44,17,Female,No,Yes,Caucasian,410,0,0,1,1
344,48.218,5199,401,7,39,10, Male,No,Yes,Asian,633,1,0,1,2
345,30.011999999999997,1511,137,2,33,17, Male,No,Yes,Caucasian,0,1,0,1,1
346,21.551,5380,420,5,51,18, Male,No,Yes,Asian,907,1,0,1,2
347,160.231,10748,754,2,69,17, Male,No,No,Caucasian,1192,1,0,0,1
348,13.433,1134,112,3,70,14, Male,No,Yes,Caucasian,0,1,0,1,1
349,48.577,5145,389,3,71,13,Female,No,Yes,Asian,503,0,0,1,2
350,30.002,1561,155,4,70,13,Female,No,Yes,Caucasian,0,0,0,1,1
351,61.62,5140,374,1,71,9, Male,No,Yes,Caucasian,302,1,0,1,1
352,104.48299999999999,7140,507,2,41,14, Male,No,Yes,African American,583,1,0,1,3
353,41.868,4716,342,2,47,18, Male,No,No,Caucasian,425,1,0,0,1
354,12.068,3873,292,1,44,18,Female,No,Yes,Asian,413,0,0,1,2
355,180.68200000000002,11966,832,2,58,8,Female,No,Yes,African American,1405,0,0,1,3
356,34.48,6090,442,3,36,14, Male,No,No,Caucasian,962,1,0,0,1
357,39.609,2539,188,1,40,14, Male,No,Yes,Asian,0,1,0,1,2
358,30.111,4336,339,1,81,18, Male,No,Yes,Caucasian,347,1,0,1,1
359,12.335,4471,344,3,79,12, Male,No,Yes,African American,611,1,0,1,3
360,53.566,5891,434,4,82,10,Female,No,No,Caucasian,712,0,0,0,1
361,53.217,4943,362,2,46,16,Female,No,Yes,Asian,382,0,0,1,2
362,26.162,5101,382,3,62,19,Female,No,No,African American,710,0,0,0,3
363,64.173,6127,433,1,80,10, Male,No,Yes,Caucasian,578,1,0,1,1
364,128.66899999999998,9824,685,3,67,16, Male,No,Yes,Asian,1243,1,0,1,2
365,113.772,6442,489,4,69,15, Male,Yes,Yes,Caucasian,790,1,1,1,1
366,61.068999999999996,7871,564,3,56,14, Male,No,Yes,Caucasian,1264,1,0,1,1
367,23.793000000000003,3615,263,2,70,14, Male,No,No,African American,216,1,0,0,3
368,89.0,5759,440,3,37,6,Female,No,No,Caucasian,345,0,0,0,1
369,71.682,8028,599,3,57,16, Male,No,Yes,Caucasian,1208,1,0,1,1
370,35.61,6135,466,4,40,12, Male,No,No,Caucasian,992,1,0,0,1
371,39.116,2150,173,4,75,15, Male,No,No,Caucasian,0,1,0,0,1
372,19.782,3782,293,2,46,16,Female,Yes,No,Caucasian,840,0,1,0,1
373,55.412,5354,383,2,37,16,Female,Yes,Yes,Caucasian,1003,0,1,1,1
374,29.4,4840,368,3,76,18,Female,No,Yes,Caucasian,588,0,0,1,1
375,20.974,5673,413,5,44,16,Female,No,Yes,Caucasian,1000,0,0,1,1
376,87.625,7167,515,2,46,10,Female,No,No,African American,767,0,0,0,3
377,28.144000000000002,1567,142,3,51,10, Male,No,Yes,Caucasian,0,1,0,1,1
378,19.349,4941,366,1,33,19, Male,No,Yes,Caucasian,717,1,0,1,1
379,53.308,2860,214,1,84,10, Male,No,Yes,Caucasian,0,1,0,1,1
380,115.12299999999999,7760,538,3,83,14,Female,No,No,African American,661,0,0,0,3
381,101.788,8029,574,2,84,11, Male,No,Yes,Caucasian,849,1,0,1,1
382,24.824,5495,409,1,33,9, Male,Yes,No,Caucasian,1352,1,1,0,1
383,14.292,3274,282,9,64,9, Male,No,Yes,Caucasian,382,1,0,1,1
384,20.088,1870,180,3,76,16, Male,No,No,African American,0,1,0,0,3
385,26.4,5640,398,3,58,15,Female,No,No,Asian,905,0,0,0,2
386,19.253,3683,287,4,57,10, Male,No,No,African American,371,1,0,0,3
387,16.529,1357,126,3,62,9, Male,No,No,Asian,0,1,0,0,2
388,37.878,6827,482,2,80,13,Female,No,No,Caucasian,1129,0,0,0,1
389,83.948,7100,503,2,44,18, Male,No,No,Caucasian,806,1,0,0,1
390,135.118,10578,747,3,81,15,Female,No,Yes,Asian,1393,0,0,1,2
391,73.327,6555,472,2,43,15,Female,No,No,Caucasian,721,0,0,0,1
392,25.974,2308,196,2,24,10, Male,No,No,Asian,0,1,0,0,2
393,17.316,1335,138,2,65,13, Male,No,No,African American,0,1,0,0,3
394,49.794,5758,410,4,40,8, Male,No,No,Caucasian,734,1,0,0,1
395,12.095999999999998,4100,307,3,32,13, Male,No,Yes,Caucasian,560,1,0,1,1
396,13.364,3838,296,5,65,17, Male,No,No,African American,480,1,0,0,3
397,57.872,4171,321,5,67,12,Female,No,Yes,Caucasian,138,0,0,1,1
398,37.728,2525,192,1,44,13, Male,No,Yes,Caucasian,0,1,0,1,1
399,18.701,5524,415,5,64,7,Female,No,No,Asian,966,0,0,0,2
